,Unnamed: 0,Number,OR Link,Title,Authors,Session,Unnamed: 5,inoue,oki,rama,ishii,thibault,mukai,hashimoto,Keyword,Abstract,BS Session,Order,Unnamed: 6,Oral Session,base_txt,dim1,dim2,best_kw,category,id,disp_txt
132,132,398,https://openreview.net/forum?id=_lkBGOctkip,LILA: Language-Informed Latent Actions,"Siddharth Karamcheti, Megha Srivastava, Percy Liang, Dorsa Sadigh",7.0,,,,,,,False,,"Language for Shared Autonomy, Language & Robotics, Learned Latent Actions, Human-Robot Interaction","We introduce Language-Informed Latent Actions (LILA), a framework for learning natural language interfaces in the context of human-robot collaboration. LILA falls under the shared autonomy paradigm: in addition to providing discrete language inputs, humans are given a low-dimensional controller -- e.g., a 2 degree-of-freedom (DoF) joystick that moves left/right or up/down -- for operating the robot. LILA learns to use language to modulate this controller, providing users with a control space that adapts based on the provided language: given an instruction like “place the cereal bowl on the tray,” LILA might learn a 2-DoF control space where one dimension controls the distance from the robot's end-effector to the bowl, and the other dimension controls the robot's end-effector pose relative to the grasp point on the bowl. We evaluate LILA with real-world user studies pairing users with a 7-DoF Franka Emika Panda Arm, with the goal of completing a series of complex manipulation tasks with a lower dimensional control space conditioned on language. LILA models are not only more sample efficient and performant than imitation learning and end-effector control baselines, but also are qualitatively preferred by users.",,,,,"lila: language-informed latent actions language for shared autonomy, language & robotics, learned latent actions, human-robot interaction we introduce language-informed latent actions (lila), a framework for learning natural language interfaces in the context of human-robot collaboration. lila falls under the shared autonomy paradigm: in addition to providing discrete language inputs, humans are given a low-dimensional controller -- e.g., a 2 degree-of-freedom (dof) joystick that moves left/right or up/down -- for operating the robot. lila learns to use language to modulate this controller, providing users with a control space that adapts based on the provided language: given an instruction like “place the cereal bowl on the tray,” lila might learn a 2-dof control space where one dimension controls the distance from the robot's end-effector to the bowl, and the other dimension controls the robot's end-effector pose relative to the grasp point on the bowl. we evaluate lila with real-world user studies pairing users with a 7-dof franka emika panda arm, with the goal of completing a series of complex manipulation tasks with a lower dimensional control space conditioned on language. lila models are not only more sample efficient and performant than imitation learning and end-effector control baselines, but also are qualitatively preferred by users.",-2.4308884,3.9354613,lila,no reinforce,132,"id:132 (lila)<br><b>LILA: Language-Informed Latent Actions</b><br>kw:Language for Shared Autonomy, Language & Robotics, Learned Latent Actions, Human-Robot Interaction"
133,133,409,https://openreview.net/forum?id=WFqkGvBy78,Parallelised Diffeomorphic Sampling-based Motion Planning,"Tin Lai, Weiming Zhi, Tucker Hermans, Fabio Ramos",7.0,,,,,,,False,,"Sampling-based motion planning, diffeomorphism, Normalising flows, Sampling distribution, RRT, PRM","We propose Parallelised Diffeomorphic Sampling-based Motion Planning (PDMP). PDMP is a novel parallelised framework that uses bijective and differentiable mappings, or diffeomorphisms, to transform sampling distributions of sampling-based motion planners, in a manner akin to normalising flows. Unlike normalising flow models which use invertible neural network structures to represent these diffeomorphisms, we develop them from gradient information of desired costs, and encode desirable behaviour, such as obstacle avoidance. These transformed sampling distributions can then be used for sampling-based motion planning. A particular example is when we wish to imbue the sampling distribution with knowledge of the environment geometry, such that drawn samples are less prone to be in collision. To this end, we propose to learn a continuous occupancy representation from environment occupancy data, such that gradients of the representation defines a valid diffeomorphism and is amenable to fast parallelise evaluation. We use this to ``morph'' the sampling distribution to draw far less collision-prone samples. PDMP is able to leverage gradient information of costs, to inject specifications, in a manner similar to optimisation-based motion planning methods, but relies on drawing from a sampling distribution, retaining the tendency to find more global solutions, thereby bridging the gap between trajectory optimisation and sampling-based planning methods.",,,,,"parallelised diffeomorphic sampling-based motion planning sampling-based motion planning, diffeomorphism, normalising flows, sampling distribution, rrt, prm we propose parallelised diffeomorphic sampling-based motion planning (pdmp). pdmp is a novel parallelised framework that uses bijective and differentiable mappings, or diffeomorphisms, to transform sampling distributions of sampling-based motion planners, in a manner akin to normalising flows. unlike normalising flow models which use invertible neural network structures to represent these diffeomorphisms, we develop them from gradient information of desired costs, and encode desirable behaviour, such as obstacle avoidance. these transformed sampling distributions can then be used for sampling-based motion planning. a particular example is when we wish to imbue the sampling distribution with knowledge of the environment geometry, such that drawn samples are less prone to be in collision. to this end, we propose to learn a continuous occupancy representation from environment occupancy data, such that gradients of the representation defines a valid diffeomorphism and is amenable to fast parallelise evaluation. we use this to ``morph'' the sampling distribution to draw far less collision-prone samples. pdmp is able to leverage gradient information of costs, to inject specifications, in a manner similar to optimisation-based motion planning methods, but relies on drawing from a sampling distribution, retaining the tendency to find more global solutions, thereby bridging the gap between trajectory optimisation and sampling-based planning methods.",-1.8518621,4.7697315,sampling-based,no reinforce,133,"id:133 (sampling-based)<br><b>Parallelised Diffeomorphic Sampling-based Motion Planning</b><br>kw:Sampling-based motion planning, diffeomorphism, Normalising flows, Sampling distribution, RRT, PRM"
134,134,380,https://openreview.net/forum?id=HTfApPeT4DZ,Behavior Varied Adversarial Pedestrian Generation for Autonomous Vehicle Testing,"Maria Priisalu, Aleksis Pirinen, Ciprian Paduraru, Cristian Sminchisescu",7.0,,,,,,,False,,"Autonomous Vehicles, AV Testing, Reinforcement Learning","There exist several datasets for developing self-driving car methodologies. However, manually collected datasets impose inherent limitations on the variability of test cases and it is particularly difficult to acquire challenging scenarios, e.g. ones which involve collisions with pedestrians. Automatically synthesizing safety-critical scenarios for autonomous vehicles (AVs) can vastly increase the amount of relevant data for training and evaluating such AVs. However, existing approaches for scenario generation rely on handcrafted pedestrian behavior models, which limits the realism of the corresponding scenarios. In this paper we reformulate the problem as learning \emph{where to place} pedestrians such that the induced scenarios are collision prone for an AV. Our pedestrian placement model can be used in conjunction with \emph{any} goal driven pedestrian model -- be it hand-designed or learnable -- which makes it possible to challenge an AV with a wide range of pedestrian behaviors. Furthermore the proposed pedestrian placement model can be utilized with any goal based AV model given sufficient problem constraints.             The pedestrian placement model is further conditioned on both scene semantics and occlusions to ensure semantic and visual plausibility, which increases the realism of the resulting scenarios. Moreover, to our best knowledge we are the first to show that it is possible to learn a collision seeking scenario generation model when both the pedestrian and the AV are collision avoiding. We also provide a discussion on how to extend the results to modern AV models.",,,,,"behavior varied adversarial pedestrian generation for autonomous vehicle testing autonomous vehicles, av testing, reinforcement learning there exist several datasets for developing self-driving car methodologies. however, manually collected datasets impose inherent limitations on the variability of test cases and it is particularly difficult to acquire challenging scenarios, e.g. ones which involve collisions with pedestrians. automatically synthesizing safety-critical scenarios for autonomous vehicles (avs) can vastly increase the amount of relevant data for training and evaluating such avs. however, existing approaches for scenario generation rely on handcrafted pedestrian behavior models, which limits the realism of the corresponding scenarios. in this paper we reformulate the problem as learning \emph{where to place} pedestrians such that the induced scenarios are collision prone for an av. our pedestrian placement model can be used in conjunction with \emph{any} goal driven pedestrian model -- be it hand-designed or learnable -- which makes it possible to challenge an av with a wide range of pedestrian behaviors. furthermore the proposed pedestrian placement model can be utilized with any goal based av model given sufficient problem constraints.             the pedestrian placement model is further conditioned on both scene semantics and occlusions to ensure semantic and visual plausibility, which increases the realism of the resulting scenarios. moreover, to our best knowledge we are the first to show that it is possible to learn a collision seeking scenario generation model when both the pedestrian and the av are collision avoiding. we also provide a discussion on how to extend the results to modern av models.",-1.4339424,5.2303615,pedestrian,reinforce,134,"id:134 (pedestrian)<br><b>Behavior Varied Adversarial Pedestrian Generation for Autonomous Vehicle Testing</b><br>kw:Autonomous Vehicles, AV Testing, Reinforcement Learning"
135,135,2,https://openreview.net/forum?id=_daq0uh6yXr,Example-Driven Model-Based Reinforcement Learning for Solving Long-Horizon Visuomotor Tasks,"Bohan Wu, Suraj Nair, Li Fei-Fei, Chelsea Finn",8.0,,,,,,,False,,"model-based reinforcement learning, long-horizon planning","In this paper, we study the problem of learning a repertoire of low-level skills from raw images that can be sequenced to complete long-horizon visuomotor tasks. Reinforcement learning (RL) is a promising approach for acquiring short-horizon skills autonomously. However, the focus of RL algorithms has largely been on the success of those individual skills, more so than learning and grounding a large repertoire of skills that can be sequenced to complete extended multi-stage tasks. The latter demands robustness and persistence, as errors in skills can compound over time, and may require the robot to have a number of primitive skills in its repertoire, rather than just one. To this end, we introduce EMBR, a model-based RL method for learning primitive skills that are suitable for completing long-horizon visuomotor tasks. EMBR learns and plans using a learned model, critic, and success classifier, where the success classifier serves both as a reward function for RL and as a grounding mechanism to continuously detect if the robot should retry a skill when unsuccessful or under perturbations. Further, the learned model is task-agnostic and trained using data from all skills, enabling the robot to efficiently learn a number of distinct primitives. These visuomotor primitive skills and their associated pre- and post-conditions can then be directly combined with off-the-shelf symbolic planners to complete long-horizon tasks. On a Franka Emika robot arm, we find that EMBR enables the robot to complete three long-horizon visuomotor tasks at 85% success rate, such as organizing an office desk, a file cabinet, and drawers, which require sequencing up to 12 skills, involve 14 unique learned primitives, and demand generalization to novel objects.",,,,,"example-driven model-based reinforcement learning for solving long-horizon visuomotor tasks model-based reinforcement learning, long-horizon planning in this paper, we study the problem of learning a repertoire of low-level skills from raw images that can be sequenced to complete long-horizon visuomotor tasks. reinforcement learning (rl) is a promising approach for acquiring short-horizon skills autonomously. however, the focus of rl algorithms has largely been on the success of those individual skills, more so than learning and grounding a large repertoire of skills that can be sequenced to complete extended multi-stage tasks. the latter demands robustness and persistence, as errors in skills can compound over time, and may require the robot to have a number of primitive skills in its repertoire, rather than just one. to this end, we introduce embr, a model-based rl method for learning primitive skills that are suitable for completing long-horizon visuomotor tasks. embr learns and plans using a learned model, critic, and success classifier, where the success classifier serves both as a reward function for rl and as a grounding mechanism to continuously detect if the robot should retry a skill when unsuccessful or under perturbations. further, the learned model is task-agnostic and trained using data from all skills, enabling the robot to efficiently learn a number of distinct primitives. these visuomotor primitive skills and their associated pre- and post-conditions can then be directly combined with off-the-shelf symbolic planners to complete long-horizon tasks. on a franka emika robot arm, we find that embr enables the robot to complete three long-horizon visuomotor tasks at 85% success rate, such as organizing an office desk, a file cabinet, and drawers, which require sequencing up to 12 skills, involve 14 unique learned primitives, and demand generalization to novel objects.",-2.6145496,4.0286922,long-horizon,reinforce,135,"id:135 (long-horizon)<br><b>Example-Driven Model-Based Reinforcement Learning for Solving Long-Horizon Visuomotor Tasks</b><br>kw:model-based reinforcement learning, long-horizon planning"
136,136,39,https://openreview.net/forum?id=Pp0Co2vU28N,IMU-Assisted Learning of Single-View Rolling Shutter Correction,"Jiawei Mo, Md Jahidul Islam, Junaed Sattar",8.0,,,,,,,False,,"Rolling Shutter Correction, IMU, Learning","Rolling shutter distortion is highly undesirable for photography and computer vision algorithms (e.g., visual SLAM) because pixels can be potentially captured at different times and poses. In this paper, we propose a deep neural network to predict depth and row-wise pose from a single image for rolling shutter correction. Our contribution in this work is to incorporate inertial measurement unit (IMU) data into the pose refinement process, which, compared to the state-of-the-art, greatly enhances the pose prediction. The improved accuracy and robustness make it possible for numerous vision algorithms to use imagery captured by rolling shutter cameras and produce highly accurate results. We also extend a dataset to have real rolling shutter images, IMU data, depth maps, camera poses, and corresponding global shutter images for rolling shutter correction training. We demonstrate the efficacy of the proposed method by evaluating the performance of Direct Sparse Odometry (DSO) algorithm on rolling shutter imagery corrected using the proposed approach. Results show marked improvements of the DSO algorithm over using uncorrected imagery, validating the proposed approach.",,,,,"imu-assisted learning of single-view rolling shutter correction rolling shutter correction, imu, learning rolling shutter distortion is highly undesirable for photography and computer vision algorithms (e.g., visual slam) because pixels can be potentially captured at different times and poses. in this paper, we propose a deep neural network to predict depth and row-wise pose from a single image for rolling shutter correction. our contribution in this work is to incorporate inertial measurement unit (imu) data into the pose refinement process, which, compared to the state-of-the-art, greatly enhances the pose prediction. the improved accuracy and robustness make it possible for numerous vision algorithms to use imagery captured by rolling shutter cameras and produce highly accurate results. we also extend a dataset to have real rolling shutter images, imu data, depth maps, camera poses, and corresponding global shutter images for rolling shutter correction training. we demonstrate the efficacy of the proposed method by evaluating the performance of direct sparse odometry (dso) algorithm on rolling shutter imagery corrected using the proposed approach. results show marked improvements of the dso algorithm over using uncorrected imagery, validating the proposed approach.",-2.297831,4.2356997,shutter,no reinforce,136,"id:136 (shutter)<br><b>IMU-Assisted Learning of Single-View Rolling Shutter Correction</b><br>kw:Rolling Shutter Correction, IMU, Learning"
137,137,61,https://openreview.net/forum?id=yhy25u-DrjR,"Broadly-Exploring, Local-Policy Trees for Long-Horizon Task Planning","brian ichter, Pierre Sermanet, Corey Lynch",8.0,,,,,,,False,,"RRT, Task and Motion Planning, Model-based Planning, Tree-search","Long-horizon planning in realistic environments requires the ability to reason over sequential tasks in high-dimensional state spaces with complex dynamics. Classical motion planning algorithms, such as rapidly-exploring random trees, are capable of efficiently exploring large state spaces and computing long-horizon, sequential plans. However, these algorithms are generally challenged with complex, stochastic, and high-dimensional state spaces as well as in the presence of small, topologically complex goal regions, which naturally emerge in tasks that interact with the environment. Machine learning offers a promising solution for its ability to learn general policies that can handle complex interactions and high-dimensional observations. However, these policies are generally limited in horizon length. Our approach, Broadly-Exploring, Local-policy Trees (BELT), merges these two approaches to leverage the strengths of both through a task-conditioned, model-based tree search. BELT uses an RRT-inspired tree search to efficiently explore the state space. Locally, the exploration is guided by a task-conditioned, learned policy capable of performing general short-horizon tasks. This task space can be quite general and abstract; its only requirements are to be sampleable and to well-cover the space of useful tasks. This search is aided by a task-conditioned model that temporally extends dynamics propagation to allow long-horizon search and sequential reasoning over tasks. BELT is demonstrated experimentally to be able to plan long-horizon, sequential trajectories with a goal conditioned policy and generate plans that are robust.",,,,,"broadly-exploring, local-policy trees for long-horizon task planning rrt, task and motion planning, model-based planning, tree-search long-horizon planning in realistic environments requires the ability to reason over sequential tasks in high-dimensional state spaces with complex dynamics. classical motion planning algorithms, such as rapidly-exploring random trees, are capable of efficiently exploring large state spaces and computing long-horizon, sequential plans. however, these algorithms are generally challenged with complex, stochastic, and high-dimensional state spaces as well as in the presence of small, topologically complex goal regions, which naturally emerge in tasks that interact with the environment. machine learning offers a promising solution for its ability to learn general policies that can handle complex interactions and high-dimensional observations. however, these policies are generally limited in horizon length. our approach, broadly-exploring, local-policy trees (belt), merges these two approaches to leverage the strengths of both through a task-conditioned, model-based tree search. belt uses an rrt-inspired tree search to efficiently explore the state space. locally, the exploration is guided by a task-conditioned, learned policy capable of performing general short-horizon tasks. this task space can be quite general and abstract; its only requirements are to be sampleable and to well-cover the space of useful tasks. this search is aided by a task-conditioned model that temporally extends dynamics propagation to allow long-horizon search and sequential reasoning over tasks. belt is demonstrated experimentally to be able to plan long-horizon, sequential trajectories with a goal conditioned policy and generate plans that are robust.",-1.8657169,4.364693,sequential,no reinforce,137,"id:137 (sequential)<br><b>Broadly-Exploring, Local-Policy Trees for Long-Horizon Task Planning</b><br>kw:RRT, Task and Motion Planning, Model-based Planning, Tree-search"
138,138,113,https://openreview.net/forum?id=m5k1XdK5nI2,Exploring Adversarial Robustness of Multi-sensor Perception Systems in Self Driving,"James Tu, Huichen Li, Xinchen Yan, Mengye Ren, Yun Chen, Ming Liang, Eilyan Bitar, Ersin Yumer, Raquel Urtasun",8.0,,,,,,,False,,"Adversarial, Self-Driving, Detection, Multimodal","Modern self-driving perception systems have been shown to improve upon processing complementary inputs such as LiDAR with images. In isolation, 2D images have been found to be extremely vulnerable to adversarial attacks. Yet, there are limited studies on the adversarial robustness of multi-modal models that fuse LiDAR and image features. Furthermore, existing works do not consider physically realizable perturbations that are consistent across the input modalities. In this paper, we showcase practical susceptibilities of multi-sensor detection by inserting an adversarial object on a host vehicle. We focus on physically realizable and input-agnostic attacks that are feasible to execute in practice, and show that a single universal adversary can hide different host vehicles from state-of-the-art multi-modal detectors. Our experiments demonstrate that successful attacks are primarily caused by easily corrupted image features. Furthermore, in modern sensor fusion methods which project image features into 3D, adversarial attacks can  exploit  the projection process to generate false positives in distant regions in 3D. Towards more robust multi-modal perception systems, we show that adversarial training with feature denoising can boost robustness to such attacks significantly.",,,,,"exploring adversarial robustness of multi-sensor perception systems in self driving adversarial, self-driving, detection, multimodal modern self-driving perception systems have been shown to improve upon processing complementary inputs such as lidar with images. in isolation, 2d images have been found to be extremely vulnerable to adversarial attacks. yet, there are limited studies on the adversarial robustness of multi-modal models that fuse lidar and image features. furthermore, existing works do not consider physically realizable perturbations that are consistent across the input modalities. in this paper, we showcase practical susceptibilities of multi-sensor detection by inserting an adversarial object on a host vehicle. we focus on physically realizable and input-agnostic attacks that are feasible to execute in practice, and show that a single universal adversary can hide different host vehicles from state-of-the-art multi-modal detectors. our experiments demonstrate that successful attacks are primarily caused by easily corrupted image features. furthermore, in modern sensor fusion methods which project image features into 3d, adversarial attacks can  exploit  the projection process to generate false positives in distant regions in 3d. towards more robust multi-modal perception systems, we show that adversarial training with feature denoising can boost robustness to such attacks significantly.",-2.2861576,4.352671,attacks,no reinforce,138,"id:138 (attacks)<br><b>Exploring Adversarial Robustness of Multi-sensor Perception Systems in Self Driving</b><br>kw:Adversarial, Self-Driving, Detection, Multimodal"
139,139,187,https://openreview.net/forum?id=nWLt35BU1z_,Taskography: Evaluating robot task planning over large 3D scene graphs,"Christopher Agia, Krishna Murthy Jatavallabhula, Mohamed Khodeir, Ondrej Miksik, Vibhav Vineet, Mustafa Mukadam, Liam Paull, Florian Shkurti",8.0,,,,,,,False,,"Robot task planning, 3D scene graphs, learning to plan, benchmarks, planning","3D scene graphs (3DSGs) are an emerging description; unifying symbolic, topological, and metric scene representations. However, typical 3DSGs contain hundreds of objects and symbols even for small environments; rendering task planning on the \emph{full} graph impractical. We construct \textbf{Taskography}, the first large-scale robotic task planning benchmark over 3DSGs. While most benchmarking efforts in this area focus on \emph{vision-based planning}, we systematically study \emph{symbolic} planning, to decouple planning performance from visual representation learning. We observe that, among existing methods, neither classical nor learning-based planners are capable of real-time planning over \emph{full} 3DSGs. Enabling real-time planning demands progress on \emph{both} (a) sparsifying 3DSGs for tractable planning and (b) designing planners that better exploit 3DSG hierarchies. Towards the former goal, we propose \textbf{Scrub}, a task-conditioned 3DSG sparsification method; enabling classical planners to match (and surpass) state-of-the-art learning-based planners. Towards the latter goal, we propose \textbf{Seek}, a procedure enabling learning-based planners to exploit 3DSG structure, reducing the number of replanning queries required by current best approaches by an order of magnitude. We will open-source all code and baselines to spur further research along the intersections of robot task planning, learning and 3DSGs.",,,,,"taskography: evaluating robot task planning over large 3d scene graphs robot task planning, 3d scene graphs, learning to plan, benchmarks, planning 3d scene graphs (3dsgs) are an emerging description; unifying symbolic, topological, and metric scene representations. however, typical 3dsgs contain hundreds of objects and symbols even for small environments; rendering task planning on the \emph{full} graph impractical. we construct \textbf{taskography}, the first large-scale robotic task planning benchmark over 3dsgs. while most benchmarking efforts in this area focus on \emph{vision-based planning}, we systematically study \emph{symbolic} planning, to decouple planning performance from visual representation learning. we observe that, among existing methods, neither classical nor learning-based planners are capable of real-time planning over \emph{full} 3dsgs. enabling real-time planning demands progress on \emph{both} (a) sparsifying 3dsgs for tractable planning and (b) designing planners that better exploit 3dsg hierarchies. towards the former goal, we propose \textbf{scrub}, a task-conditioned 3dsg sparsification method; enabling classical planners to match (and surpass) state-of-the-art learning-based planners. towards the latter goal, we propose \textbf{seek}, a procedure enabling learning-based planners to exploit 3dsg structure, reducing the number of replanning queries required by current best approaches by an order of magnitude. we will open-source all code and baselines to spur further research along the intersections of robot task planning, learning and 3dsgs.",-4.113947,4.033167,planners,no reinforce,139,"id:139 (planners)<br><b>Taskography: Evaluating robot task planning over large 3D scene graphs</b><br>kw:Robot task planning, 3D scene graphs, learning to plan, benchmarks, planning"
140,140,191,https://openreview.net/forum?id=csMg2h_LR37,Orientation Probabilistic Movement Primitives on Riemannian Manifolds,"Leonel Rozo, Vedant Dave",8.0,,,,,,,False,,"learning from demonstration, movement primitives, riemannian manifolds","Learning complex robot motions necessarily demands to have models that are able to encode and retrieve full-pose trajectories when tasks are defined in operational spaces. Probabilistic movement primitives (ProMPs) stand out as a principled approach that models trajectory distributions learned from demonstrations. ProMPs allow for trajectory modulation and blending to achieve better generalization to novel situations. However, when ProMPs are employed in operational space, their original formulation does not directly apply to full-pose movements including rotational trajectories described by quaternions. This paper proposes a Riemannian formulation of ProMPs that enables encoding and retrieving of quaternion trajectories. Our method builds on Riemannian manifold theory, and exploits multilinear geodesic regression for estimating the ProMPs parameters. This novel approach makes ProMPs a suitable model for learning complex full-pose robot motion patterns. Riemannian ProMPs are tested on toy examples to illustrate their workflow, and on real learning-from-demonstration experiments.",,,,,"orientation probabilistic movement primitives on riemannian manifolds learning from demonstration, movement primitives, riemannian manifolds learning complex robot motions necessarily demands to have models that are able to encode and retrieve full-pose trajectories when tasks are defined in operational spaces. probabilistic movement primitives (promps) stand out as a principled approach that models trajectory distributions learned from demonstrations. promps allow for trajectory modulation and blending to achieve better generalization to novel situations. however, when promps are employed in operational space, their original formulation does not directly apply to full-pose movements including rotational trajectories described by quaternions. this paper proposes a riemannian formulation of promps that enables encoding and retrieving of quaternion trajectories. our method builds on riemannian manifold theory, and exploits multilinear geodesic regression for estimating the promps parameters. this novel approach makes promps a suitable model for learning complex full-pose robot motion patterns. riemannian promps are tested on toy examples to illustrate their workflow, and on real learning-from-demonstration experiments.",-2.4530988,4.095651,promps,no reinforce,140,"id:140 (promps)<br><b>Orientation Probabilistic Movement Primitives on Riemannian Manifolds</b><br>kw:learning from demonstration, movement primitives, riemannian manifolds"
141,141,193,https://openreview.net/forum?id=XEY7ZeEZEjI,Error-Aware Imitation Learning from Teleoperation Data for Mobile Manipulation,"Josiah Wong, Albert Tung, Andrey Kurenkov, Ajay Mandlekar, Li Fei-Fei, Silvio Savarese, Roberto Mart?n-Mart?n",8.0,,,,,,,False,,"Mobile Manipulation, Imitation Learning, Error Detection","In mobile manipulation (MM), robots can both navigate within and interact with their environment and are thus able to complete many more tasks than robots only capable of navigation or manipulation. In this work, we explore how to apply imitation learning (IL) to learn continuous visuo-motor policies for MM tasks. Much prior work has shown that IL can train visuo-motor policies for either manipulation or navigation domains, but few works have applied IL to the MM domain. Doing this is challenging for two reasons: on the data side, current interfaces make collecting high-quality human demonstrations difficult, and on the learning side, policies trained on limited data can suffer from covariate shift when deployed. To address these problems, we first propose Mobile Manipulation RoboTurk (MoMaRT), a novel teleoperation framework allowing simultaneous navigation and manipulation of mobile manipulators, and collect a first-of-its-kind large scale dataset in a realistic simulated kitchen setting. We then propose a learned error detection system to address the covariate shift by detecting when an agent is in a potential failure state. We train performant IL policies and error detectors from this data, and achieve over 45% task success rate and 85% error detection success rate across multiple multi-stage tasks when trained on expert data. Additional results and video at https://sites.google.com/view/il-for-mm/home.",,,,,"error-aware imitation learning from teleoperation data for mobile manipulation mobile manipulation, imitation learning, error detection in mobile manipulation (mm), robots can both navigate within and interact with their environment and are thus able to complete many more tasks than robots only capable of navigation or manipulation. in this work, we explore how to apply imitation learning (il) to learn continuous visuo-motor policies for mm tasks. much prior work has shown that il can train visuo-motor policies for either manipulation or navigation domains, but few works have applied il to the mm domain. doing this is challenging for two reasons: on the data side, current interfaces make collecting high-quality human demonstrations difficult, and on the learning side, policies trained on limited data can suffer from covariate shift when deployed. to address these problems, we first propose mobile manipulation roboturk (momart), a novel teleoperation framework allowing simultaneous navigation and manipulation of mobile manipulators, and collect a first-of-its-kind large scale dataset in a realistic simulated kitchen setting. we then propose a learned error detection system to address the covariate shift by detecting when an agent is in a potential failure state. we train performant il policies and error detectors from this data, and achieve over 45% task success rate and 85% error detection success rate across multiple multi-stage tasks when trained on expert data. additional results and video at https://sites.google.com/view/il-for-mm/home.",-2.4291537,3.7984488,mobile,no reinforce,141,"id:141 (mobile)<br><b>Error-Aware Imitation Learning from Teleoperation Data for Mobile Manipulation</b><br>kw:Mobile Manipulation, Imitation Learning, Error Detection"
142,142,199,https://openreview.net/forum?id=JvXqtLtAtMY,Self-supervised Point Cloud Prediction Using 3D Spatio-temporal Convolutional Networks,"Benedikt Mersch, Xieyuanli Chen, Jens Behley, Cyrill Stachniss",8.0,,,,,,,False,,"Point Cloud Prediction, 3D LiDAR, Temporal Convolutional Networks","Exploiting past 3D LiDAR scans to predict future point clouds is a promising method for autonomous mobile systems to realize foresighted state estimation, collision avoidance, and planning. In this paper, we address the problem of predicting future 3D LiDAR point clouds given a sequence of past LiDAR scans. Estimating the future scene on the sensor level does not require any preceding steps as in localization or tracking systems and can be trained self-supervised. We propose an end-to-end approach that exploits a 2D range image representation of each 3D LiDAR scan and concatenates a sequence of range images to obtain a 3D tensor. Based on such tensors, we develop an encoder-decoder architecture using 3D convolutions to jointly aggregate spatial and temporal information of the scene and to predict the future 3D point clouds. We evaluate our method on multiple datasets and the experimental results suggest that our method outperforms existing point cloud prediction architectures and generalizes well to new, unseen environments without additional fine-tuning. Our method operates online and is faster than the common LiDAR frame rate of 10 Hz.",,,,,"self-supervised point cloud prediction using 3d spatio-temporal convolutional networks point cloud prediction, 3d lidar, temporal convolutional networks exploiting past 3d lidar scans to predict future point clouds is a promising method for autonomous mobile systems to realize foresighted state estimation, collision avoidance, and planning. in this paper, we address the problem of predicting future 3d lidar point clouds given a sequence of past lidar scans. estimating the future scene on the sensor level does not require any preceding steps as in localization or tracking systems and can be trained self-supervised. we propose an end-to-end approach that exploits a 2d range image representation of each 3d lidar scan and concatenates a sequence of range images to obtain a 3d tensor. based on such tensors, we develop an encoder-decoder architecture using 3d convolutions to jointly aggregate spatial and temporal information of the scene and to predict the future 3d point clouds. we evaluate our method on multiple datasets and the experimental results suggest that our method outperforms existing point cloud prediction architectures and generalizes well to new, unseen environments without additional fine-tuning. our method operates online and is faster than the common lidar frame rate of 10 hz.",-1.9218745,4.147604,lidar,no reinforce,142,"id:142 (lidar)<br><b>Self-supervised Point Cloud Prediction Using 3D Spatio-temporal Convolutional Networks</b><br>kw:Point Cloud Prediction, 3D LiDAR, Temporal Convolutional Networks"
143,143,258,https://openreview.net/forum?id=0f7gUXVAcE9,RICE: Refining Instance Masks in Cluttered Environments with Graph Neural Networks,"Chris Xie, Arsalan Mousavian, Yu Xiang, Dieter Fox",8.0,,,,,,,False,,"Unseen Object Instance Segmentation, Graph Neural Network","Segmenting unseen object instances in cluttered environments is an important capability that robots need when functioning in unstructured environments. While previous methods have exhibited promising results, they still tend to provide incorrect results in highly cluttered scenes.  We postulate that a network architecture that encodes relations between objects at a high-level can be beneficial. Thus, in this work, we propose a novel framework that refines the output of such methods by utilizing a graph-based representation of instance masks.  We train deep networks capable of sampling smart perturbations to the segmentations, and a graph neural network, which can encode relations between objects, to evaluate the perturbed segmentations.  Our proposed method is orthogonal to previous works and achieves state-of-the-art performance when combined with them. We demonstrate an application that uses uncertainty estimates generated by our method to guide a manipulator, leading to efficient understanding of cluttered scenes. Code, models, and video can be found at https://github.com/chrisdxie/rice.",,,,,"rice: refining instance masks in cluttered environments with graph neural networks unseen object instance segmentation, graph neural network segmenting unseen object instances in cluttered environments is an important capability that robots need when functioning in unstructured environments. while previous methods have exhibited promising results, they still tend to provide incorrect results in highly cluttered scenes.  we postulate that a network architecture that encodes relations between objects at a high-level can be beneficial. thus, in this work, we propose a novel framework that refines the output of such methods by utilizing a graph-based representation of instance masks.  we train deep networks capable of sampling smart perturbations to the segmentations, and a graph neural network, which can encode relations between objects, to evaluate the perturbed segmentations.  our proposed method is orthogonal to previous works and achieves state-of-the-art performance when combined with them. we demonstrate an application that uses uncertainty estimates generated by our method to guide a manipulator, leading to efficient understanding of cluttered scenes. code, models, and video can be found at https://github.com/chrisdxie/rice.",-1.1134949,4.5188513,cluttered,no reinforce,143,"id:143 (cluttered)<br><b>RICE: Refining Instance Masks in Cluttered Environments with Graph Neural Networks</b><br>kw:Unseen Object Instance Segmentation, Graph Neural Network"
